id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
RC1278,1264,1264,"Cast in holding down bolts; set of 8; fix only, free issue",nr,RC Works,General RC Works,Concrete Pouring,59.56,F1489,59.56,A1489,RC works,general_rc_works
RC1279,1265,1265,"Cast in holding down bolts; set of 4; fix only, S&F",nr,RC Works,General RC Works,Concrete Pouring,143.11,F1490,143.11,A1490,RC works,general_rc_works
RC1280,1266,1266,"Cast in holding down bolts; each sep; fix only, free issue",nr,RC Works,General RC Works,Concrete Pouring,12.18,F1491,12.18,A1491,RC works,general_rc_works
RC1281,1267,1267,Cast in tower crane anchor set; set of 4 anchors,nr,RC Works,General RC Works,Concrete Pouring,1372.8,F1492,1372.8,A1492,RC works,general_rc_works
RC1282,1268,1268,"Cast in lifting eye to soffit of slab; each sep; fix only, free issue",nr,RC Works,General RC Works,Concrete Pouring,34.48,F1493,34.48,A1493,RC works,slab|general_rc_works
RC1283,1269,1269,Cast in Scissorsafe Safety anchor to soffit of slab; each sep,nr,RC Works,General RC Works,Concrete Pouring,93.48,F1494,93.48,A1494,RC works,slab|general_rc_works
RC1284,1270,1270,Cast in fixing bolts to slab edge; sets of 2; fix only free issue,nr,RC Works,General RC Works,Concrete Pouring,21.85,F1495,21.85,A1495,RC works,slab|general_rc_works
RC1285,1271,1271,Fix only free issue hoist anchors and tie plate,nr,RC Works,General RC Works,RC Works,52.5,F1496,52.5,A1496,RC works,general_rc_works
RC1286,1272,1272,Fix only crane Tie bridging column,nr,RC Works,General RC Works,RC Works,135.04,F1497,135.04,A1497,RC works,column|general_rc_works
RC1287,1273,1273,Grout column base plate and 4 nr bolt holes,nr,RC Works,General RC Works,RC Works,33.83,F1498,33.83,A1498,RC works,column|general_rc_works
RC1288,1274,1274,Conc encasement to column base plate; 100mm thk,nr,RC Works,General RC Works,RC Works,47.17,F1499,47.17,A1499,RC works,column|general_rc_works
RC1289,1275,1275,Grout under bearings of PC planks; 300mm wide,m,RC Works,General RC Works,RC Works,22.19,F1500,22.19,A1500,RC works,general_rc_works
RC1290,1276,1276,Drill & fix chemical anchors,nr,RC Works,General RC Works,RC Works,35.17,F1501,35.17,A1501,RC works,general_rc_works
RC1291,1277,1277,Drill & grout 25mm threaded rod; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,33.7,F1502,33.7,A1502,RC works,general_rc_works
RC1292,1278,1278,Drill & grout 10mm diameter bars/12mm diameter bars dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,11.53,F1503,11.53,A1503,RC works,10mmdiameter|12mmdiameter|bar|general_rc_works
RC1293,1279,1279,Drill & grout 16mm diameter bars dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,13.12,F1504,13.12,A1504,RC works,16mmdiameter|bar|general_rc_works
RC1294,1280,1280,Drill & grout 16mm diameter bars dowel bars; Hilti HIT resin @ 300 c//s,m,RC Works,General RC Works,RC Works,43.75,F1505,43.75,A1505,RC works,16mmdiameter|bar|general_rc_works
RC1295,1281,1281,Drill & grout 16mm diameter bars S/S dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,13.12,F1506,13.12,A1506,RC works,16mmdiameter|bar|general_rc_works
RC1296,1282,1282,Drill & grout 20mm diameter bars dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,16.64,F1507,16.64,A1507,RC works,20mmdiameter|bar|general_rc_works
RC1297,1283,1283,Drill & grout 20mm diameter bars dowel bars; Hilti HIT resin @ 200mm c/s vertically and horizontally,m²,RC Works,General RC Works,RC Works,416.03,F1508,416.03,A1508,RC works,20mmdiameter|bar|general_rc_works
RC1298,1284,1284,Drill & grout 20mm diameter bars dowel bars; Hilti HIT resin; 3700mm lg,nr,RC Works,General RC Works,RC Works,87.57,F1509,87.57,A1509,RC works,20mmdiameter|bar|general_rc_works
RC1299,1285,1285,Drill & grout 12mm diameter bars dowel bars; Hilti HIT resin; 700mm lg,nr,RC Works,General RC Works,RC Works,13.95,F1510,13.95,A1510,RC works,12mmdiameter|bar|general_rc_works
RC1300,1286,1286,Drill & grout 12mm diameter bars dowel bars; Hilti HIT resin; 1300mm lg,nr,RC Works,General RC Works,RC Works,14.66,F1511,14.66,A1511,RC works,12mmdiameter|bar|general_rc_works
RC1301,1287,1287,Drill & grout S/S 16 dowel bars; Hilti HIT resin; 4250mm lg,nr,RC Works,General RC Works,RC Works,63.27,F1512,63.27,A1512,RC works,bar|general_rc_works
RC1302,1288,1288,M27 anchor rod assemblies; galvanised grade 8.8 rods x 4.250m lg with 450 x 450 x 25 plates,nr,RC Works,General RC Works,RC Works,880.69,F1513,880.69,A1513,RC works,general_rc_works
RC1303,1289,1289,Drill & grout 25mm diameter bars dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,20.16,F1514,20.16,A1514,RC works,25mmdiameter|bar|general_rc_works
RC1304,1290,1290,Drill & grout 32mm diameter bars dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,23.24,F1515,23.24,A1515,RC works,32mmdiameter|bar|general_rc_works
RC1305,1291,1291,Drill & grout 32mm diameter bars s/s dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,30.44,F1516,30.44,A1516,RC works,32mmdiameter|bar|general_rc_works
RC1306,1292,1292,Drill & grout 50mm diameter bars s/s sleeved dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,42.55,F1517,42.55,A1517,RC works,50mmdiameter|bar|general_rc_works
RC1307,1293,1293,Drill & grout 50mm diameter bars s/s dowel bars; Hilti HIT resin,nr,RC Works,General RC Works,RC Works,37.83,F1518,37.83,A1518,RC works,50mmdiameter|bar|general_rc_works
RC1308,1294,1294,Core drilling 107mm dia,m,RC Works,General RC Works,RC Works,105.26,F1519,105.26,A1519,RC works,107mmdia|general_rc_works
RC1309,1295,1295,Core drilling 152mm dia,m,RC Works,General RC Works,RC Works,150.1,F1520,150.1,A1520,RC works,152mmdia|general_rc_works
RC1310,1296,1296,Core drilling 202mm dia,m,RC Works,General RC Works,RC Works,222.78,F1521,222.78,A1521,RC works,202mmdia|general_rc_works
RC1311,1297,1297,Core drilling 250mm dia,m,RC Works,General RC Works,RC Works,297.83,F1522,297.83,A1522,RC works,250mmdia|general_rc_works
RC1312,1298,1298,Core drilling 300mm dia,m,RC Works,General RC Works,RC Works,425.74,F1523,425.74,A1523,RC works,300mmdia|general_rc_works
RC1313,1299,1299,Core drilling 350mm dia,m,RC Works,General RC Works,RC Works,447.46,F1524,447.46,A1524,RC works,350mmdia|general_rc_works
RC1314,1300,1300,Cast in weep hole,nr,RC Works,General RC Works,Concrete Pouring,18.02,F1525,18.02,A1525,RC works,general_rc_works
RC1315,1301,1301,Compressible filler; 25mm thk; ex 1m; horizontal,m²,RC Works,General RC Works,RC Works,19.35,F1526,19.35,A1526,RC works,general_rc_works
RC1316,1302,1302,Compressible filler; 25mm thk; ex 1m; vertical,m²,RC Works,General RC Works,RC Works,23.97,F1527,23.97,A1527,RC works,general_rc_works
RC1317,1303,1303,Compressible filler; 300 thick x 500mm wide,m,RC Works,General RC Works,RC Works,27.6,F1528,27.6,A1528,RC works,general_rc_works
RC1318,1304,1304,Polystyrene void former; Filcor 10,m³,RC Works,General RC Works,RC Works,101.57,F1529,101.57,A1529,RC works,general_rc_works
RC1319,1305,1305,Polystyrene void former; Filcor 20,m³,RC Works,General RC Works,RC Works,106.36,F1530,106.36,A1530,RC works,general_rc_works
RC1320,1306,1306,Polystyrene void former; Filcor 30,m³,RC Works,General RC Works,RC Works,147.9,F1531,147.9,A1531,RC works,general_rc_works
RC1321,1307,1307,Polystyrene void former; Filcor 45,m³,RC Works,General RC Works,RC Works,210.2,F1532,210.2,A1532,RC works,general_rc_works
RC1322,1308,1308,Polystyrene void former; Jablite fillmaster; EPS100,m³,RC Works,General RC Works,RC Works,116.21,F1533,116.21,A1533,RC works,general_rc_works
RC1323,1309,1309,Install 80mm polystyrene insulation under slab,m²,RC Works,General RC Works,RC Works,31.26,F1534,31.26,A1534,RC works,slab|general_rc_works
RC1324,1310,1310,Install 80mm polystyrene insulation under slab; install only free issue,m²,RC Works,General RC Works,RC Works,7.38,F1535,7.38,A1535,RC works,slab|general_rc_works
RC1325,1311,1311,Install 200mm Polystyrene insulation; within concrete wall; hold in place,m²,RC Works,Concrete Walls,Concrete,59.45,F1536,59.45,A1536,RC works,concrete|wall|concrete_walls
RC1326,1312,1312,Install 200mm Polystyrene insulation; within concrete wall; hold in place; install only free issue,m²,RC Works,Concrete Walls,Concrete,22.25,F1537,22.25,A1537,RC works,concrete|wall|concrete_walls
RC1327,1313,1313,Column guards; 1200lg; stainless steel,nr,RC Works,Steel Reinforcement,Reinforcement,192.35,F1538,192.35,A1538,RC works,column|steel|steel_reinforcement
RC1328,1314,1314,Column guards; 1000lg; galvanised,nr,RC Works,General RC Works,RC Works,68.45,F1539,68.45,A1539,RC works,column|general_rc_works
RC1329,1315,1315,Cast in channels; 21/18 Omega slots; continuous,m,RC Works,General RC Works,Concrete Pouring,7.84,F1540,7.84,A1540,RC works,general_rc_works
RC1330,1316,1316,Cast in channels; 21/18 Omega slots; 100mm lg,nr,RC Works,General RC Works,Concrete Pouring,3.17,F1541,3.17,A1541,RC works,general_rc_works
RC1331,1317,1317,Cast in channels; 21/18 Omega slots; 100mm lg; 900c/s horz & 450c/s vert,m²,RC Works,General RC Works,Concrete Pouring,7.82,F1542,7.82,A1542,RC works,general_rc_works
RC1332,1318,1318,Cast in channels; 21/18 Omega slots; 250mm lg,nr,RC Works,General RC Works,Concrete Pouring,3.61,F1543,3.61,A1543,RC works,general_rc_works
RC1333,1319,1319,Cast in channels; 25/14 channel; galv,m,RC Works,General RC Works,Concrete Pouring,10.59,F1544,10.59,A1544,RC works,general_rc_works
RC1334,1320,1320,Cast in channels; 25/14 channel; S/S,m,RC Works,General RC Works,Concrete Pouring,23.21,F1545,23.21,A1545,RC works,general_rc_works
RC1335,1321,1321,Cast in channels; 28/15 channel; galv,m,RC Works,General RC Works,Concrete Pouring,10.59,F1546,10.59,A1546,RC works,general_rc_works
RC1336,1322,1322,Cast in channels; 28/15 channel; S/S,m,RC Works,General RC Works,Concrete Pouring,24.42,F1547,24.42,A1547,RC works,general_rc_works
RC1337,1323,1323,Cast in channels; 28/15 channel; HDG; 300mm lg;,nr,RC Works,General RC Works,Concrete Pouring,5.17,F1548,5.17,A1548,RC works,general_rc_works
RC1338,1324,1324,Cast in channels; 28/15 channel; HDG; 300mm lg; top hung,nr,RC Works,General RC Works,Concrete Pouring,12.7,F1549,12.7,A1549,RC works,general_rc_works
RC1339,1325,1325,Cast in channels; 30/20 channel; galv (not made?),m,RC Works,General RC Works,Concrete Pouring,,,,A1550,RC works,general_rc_works
RC1340,1326,1326,Cast in channels; 30/20 channel; S/S,m,RC Works,General RC Works,Concrete Pouring,20.85,F1551,20.85,A1551,RC works,general_rc_works
RC1341,1327,1327,Cast in channels; 30/20 channel; S/S; curved,m,RC Works,General RC Works,Concrete Pouring,68.34,F1552,68.34,A1552,RC works,general_rc_works
RC1342,1328,1328,Cast in channels; 30/20 channel; S/S; 300mm lg,nr,RC Works,General RC Works,Concrete Pouring,8.92,F1553,8.92,A1553,RC works,general_rc_works
RC1343,1329,1329,Cast in channels; 30/20 channel; S/S to soffits at 1200c/s,m²,RC Works,General RC Works,Concrete Pouring,13.43,F1554,13.43,A1554,RC works,general_rc_works
RC1344,1330,1330,Cast in channels; 30/20 channel; S/S to top of slab next to perimeter,m²,RC Works,General RC Works,Concrete Pouring,30.22,F1555,30.22,A1555,RC works,slab|general_rc_works
RC1345,1331,1331,Cast in channels; 38/17 channel; galv,m,RC Works,General RC Works,Concrete Pouring,16.4,F1556,16.4,A1556,RC works,general_rc_works
RC1346,1332,1332,Cast in channels; 38/17 channel; galv; curved,m,RC Works,General RC Works,Concrete Pouring,32.8,F1557,32.8,A1557,RC works,general_rc_works
RC1347,1333,1333,Cast in channels; 38/17 channel; S/S,m,RC Works,General RC Works,Concrete Pouring,32.22,F1558,32.22,A1558,RC works,general_rc_works
RC1348,1334,1334,Cast in channels; 41/2 channel; galv; x 100mm lg; top fixed,nr,RC Works,General RC Works,Concrete Pouring,14.02,F1559,14.02,A1559,RC works,general_rc_works
RC1349,1335,1335,Cast in channels; 40/22 channel; galv,m,RC Works,General RC Works,Concrete Pouring,28.06,F1560,28.06,A1560,RC works,general_rc_works
RC1350,1336,1336,Cast in channels; 40/22 channel; S/S,m,RC Works,General RC Works,Concrete Pouring,57.87,F1561,57.87,A1561,RC works,general_rc_works
RC1351,1337,1337,Cast in channels; 40/25 channel; HDG; 300mm lg,nr,RC Works,General RC Works,Concrete Pouring,6.62,F1562,6.62,A1562,RC works,general_rc_works
RC1352,1338,1338,Cast in channels; 49/30 channel; galv,m,RC Works,General RC Works,Concrete Pouring,33.46,F1563,33.46,A1563,RC works,general_rc_works
RC1353,1339,1339,Cast in channels; 49/30 channel; S/S,m,RC Works,General RC Works,Concrete Pouring,69.74,F1564,69.74,A1564,RC works,general_rc_works
RC1354,1340,1340,Cast in channels; 49/30 channel; S/S; 300mm lg,nr,RC Works,General RC Works,Concrete Pouring,25.95,F1565,25.95,A1565,RC works,general_rc_works
RC1355,1341,1341,Cast in channels; 50/30 channel; HDG; 350mm lg,nr,RC Works,General RC Works,Concrete Pouring,16.87,F1566,16.87,A1566,RC works,general_rc_works
RC1356,1342,1342,Cast in channels; 50/30 channel; HDG; 350mm lg; top hung,nr,RC Works,General RC Works,Concrete Pouring,23.11,F1567,23.11,A1567,RC works,general_rc_works
RC1357,1343,1343,Cast in channels; 53/34 channel; HDG; 300mm lg,nr,RC Works,General RC Works,Concrete Pouring,13.11,F1568,13.11,A1568,RC works,general_rc_works
RC1358,1344,1344,Unistrut; ref P3270; 1.50m lg,nr,RC Works,General RC Works,RC Works,70.33,F1569,70.33,A1569,RC works,general_rc_works
RC1359,1345,1345,Cast in channels; fix only / free issue,m,RC Works,General RC Works,Concrete Pouring,3.84,F1570,3.84,A1570,RC works,general_rc_works
RC1360,1346,1346,Cast in threaded sockets; M20,m,RC Works,General RC Works,Concrete Pouring,15.32,F1571,15.32,A1571,RC works,general_rc_works
RC1361,1347,1347,"Cast in roof drainage outlet; flush soffit, fix only free issue",nr,RC Works,General RC Works,Concrete Pouring,64.21,F1572,64.21,A1572,RC works,general_rc_works
RC1362,1348,1348,"Cast in roof drainage outlet; flush soffit, fix only free issue",nr,RC Works,General RC Works,Concrete Pouring,48.71,F1573,48.71,A1573,RC works,general_rc_works
RC1363,1349,1349,"Cast in roof drainage outlet; flush soffit, Caroflow 100/VT 100mm diameter with threaded adaptor",nr,RC Works,General RC Works,Concrete Pouring,175.88,F1574,175.88,A1574,RC works,100mmdiameter|general_rc_works
RC1364,1350,1350,"Cast in roof drainage outlet; flush soffit, Caroflow 2 way outlet 75/TW, 75mm diameter with threaded adaptor",nr,RC Works,General RC Works,Concrete Pouring,152.74,F1575,152.74,A1575,RC works,75mmdiameter|general_rc_works
RC1365,1351,1351,"Cast in roof drainage outlet; flush soffit, Harmer 100mm diameter with threaded adaptor",nr,RC Works,General RC Works,Concrete Pouring,199.48,F1576,199.48,A1576,RC works,100mmdiameter|general_rc_works
RC1366,1352,1352,"Cast in balcony drainage outlet; flush soffit, Caroflow outlet 75BO",nr,RC Works,General RC Works,Concrete Pouring,131.31,F1577,131.31,A1577,RC works,general_rc_works
RC1367,1353,1353,"Cast in balcony drainage outlet; flush soffit, Harmer outlet 75mm dia",nr,RC Works,General RC Works,Concrete Pouring,143.11,F1578,143.11,A1578,RC works,75mmdia|general_rc_works
RC1368,1354,1354,"Cast in floor drain; flush soffit, Wade WB514 with 100mm diameter outlet",nr,RC Works,General RC Works,Concrete Pouring,246.95,F1579,246.95,A1579,RC works,100mmdiameter|general_rc_works
RC1369,1355,1355,Cast in RWP through reinforced concrete slab; 100mm diameter pipe with Quelfire QWR fire collar,nr,RC Works,Concrete Slabs,Concrete,125.45,F1580,125.45,A1580,RC works,100mmdiameter|concrete|slab|concrete_slabs
RC1370,1356,1356,"Cast in sleeve/pipe; 250mm diameter thro' pile cap/ground beam, etc",nr,RC Works,General RC Works,Concrete Pouring,32.61,F1581,32.61,A1581,RC works,250mmdiameter|beam|general_rc_works
RC1371,1357,1357,"Cast in sleeve/pipe; 200mm diameter thro' slab, etc",nr,RC Works,General RC Works,Concrete Pouring,13.88,F1582,13.88,A1582,RC works,200mmdiameter|slab|general_rc_works
RC1372,1358,1358,"Cast in sleeve/pipe; 150mm diameter thro' upstand, etc",nr,RC Works,General RC Works,Concrete Pouring,13.29,F1583,13.29,A1583,RC works,150mmdiameter|general_rc_works
RC1373,1359,1359,Cast in sleeve with waterstop puddle flange; 100mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,36.15,F1584,36.15,A1584,RC works,100mmdiameter|wall|general_rc_works
RC1374,1360,1360,Cast in sleeve with waterstop puddle flange; 125mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,40.87,F1585,40.87,A1585,RC works,125mmdiameter|wall|general_rc_works
RC1375,1361,1361,Cast in sleeve with waterstop puddle flange; 150mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,44.41,F1586,44.41,A1586,RC works,150mmdiameter|wall|general_rc_works
RC1376,1362,1362,Cast in sleeve with waterstop puddle flange; 150mm diameter thro' wall not exceeding 500mm thk,nr,RC Works,General RC Works,Concrete Pouring,46.14,F1587,46.14,A1587,RC works,150mmdiameter|wall|general_rc_works
RC1377,1363,1363,Cast in sleeve with waterstop puddle flange; 150mm diameter thro' wall not exceeding 600mm thk,nr,RC Works,General RC Works,Concrete Pouring,47.7,F1588,47.7,A1588,RC works,150mmdiameter|wall|general_rc_works
RC1378,1364,1364,Cast in sleeve with waterstop puddle flange; 200mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,50.31,F1589,50.31,A1589,RC works,200mmdiameter|wall|general_rc_works
RC1379,1365,1365,Cast in sleeve with waterstop puddle flange; 250mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,53.85,F1590,53.85,A1590,RC works,250mmdiameter|wall|general_rc_works
RC1380,1366,1366,Cast in sleeve with waterstop puddle flange; 300mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,56.21,F1591,56.21,A1591,RC works,300mmdiameter|wall|general_rc_works
RC1381,1367,1367,Cast in sleeve with waterstop puddle flange; 300mm diameter thro' wall not exceeding 500mm thk,nr,RC Works,General RC Works,Concrete Pouring,60.09,F1592,60.09,A1592,RC works,300mmdiameter|wall|general_rc_works
RC1382,1368,1368,Cast in sleeve with waterstop puddle flange; 400mm diameter thro' wall not exceeding 300mm thk,nr,RC Works,General RC Works,Concrete Pouring,64.85,F1593,64.85,A1593,RC works,400mmdiameter|wall|general_rc_works
RC1383,1369,1369,Cast in sleeve with waterstop puddle flange; 400mm diameter thro' wall not exceeding 500mm thk,nr,RC Works,General RC Works,Concrete Pouring,65.99,F1594,65.99,A1594,RC works,400mmdiameter|wall|general_rc_works
RC1384,1370,1370,Cast in sleeve with waterstop puddle flange; 950mm diameter thro' wall not exceeding 500mm thk,nr,RC Works,General RC Works,Concrete Pouring,129.46,F1595,129.46,A1595,RC works,950mmdiameter|wall|general_rc_works
RC1385,1371,1371,Cast in sleeve with waterstop puddle flange; 975mm diameter thro' wall not exceeding 500mm thk,nr,RC Works,General RC Works,Concrete Pouring,135.36,F1596,135.36,A1596,RC works,975mmdiameter|wall|general_rc_works
RC1386,1372,1372,Sealing penetrations through secant piled wall; hydrophilic waterstop plus hydrophilic compound fillet; 200mm dia,nr,RC Works,General RC Works,RC Works,68.18,F1597,68.18,A1597,RC works,200mmdia|wall|general_rc_works
RC1387,1373,1373,Sealing penetrations through secant piled wall; hydrophilic waterstop plus hydrophilic compound fillet; 250mm dia,nr,RC Works,General RC Works,RC Works,88.4,F1598,88.4,A1598,RC works,250mmdia|wall|general_rc_works
RC1388,1374,1374,Sealing penetrations through secant piled wall; hydrophilic waterstop plus hydrophilic compound fillet; 350mm dia,nr,RC Works,General RC Works,RC Works,107.45,F1599,107.45,A1599,RC works,350mmdia|wall|general_rc_works
RC1389,1375,1375,Sealing penetrations through secant piled wall; hydrophilic waterstop plus hydrophilic compound fillet; 400mm dia,nr,RC Works,General RC Works,RC Works,130.03,F1600,130.03,A1600,RC works,400mmdia|wall|general_rc_works
RC1390,1376,1376,Cast in 150mm pipe vertically into wall; tie in position,m,RC Works,General RC Works,Concrete Pouring,100.79,F1601,100.79,A1601,RC works,wall|general_rc_works
RC1391,1377,1377,EO slab for knock out panel; pre-cast planks with concrete topping in opening formed with rebates,m²,RC Works,Concrete Slabs,Concrete,168.94,F1602,168.94,A1602,RC works,concrete|slab|concrete_slabs
RC1392,1378,1378,Cast in connector plates to jump/slipform core; max 75kg; fix only free issue,nr,RC Works,General RC Works,Concrete Pouring,136.8,F1603,136.8,A1603,RC works,general_rc_works
RC1393,1379,1379,Cast in connector plates to jump/slipform core; max 150kg; fix only free issue,nr,RC Works,General RC Works,Concrete Pouring,273.59,F1604,273.59,A1604,RC works,general_rc_works
RC1394,1380,1380,Cast in stainless steel suction cone plate; 1000 x 680 with 150mm high cone; fix only free issue,nr,RC Works,Steel Reinforcement,Concrete Pouring,139.31,F1605,139.31,A1605,RC works,steel|steel_reinforcement
RC1395,1381,1381,Cast in lifting beam bracket (2 nr per beam); fix only free issue;,nr,RC Works,General RC Works,Concrete Pouring,76.22,F1606,76.22,A1606,RC works,beam|general_rc_works
RC1396,1382,1382,Lifting beam; 254 x 146 x 31 UB; primed; 2800 lg; cast into reinforced concrete wall at both ends,nr,RC Works,Concrete Beams,Concrete,676.97,F1607,676.97,A1607,RC works,concrete|beam|wall|concrete_beams
RC1397,1383,1383,Install lifting beam to top of lift shaft; fix only free issue; 152 x 89 x 16 UB; pre-primed; 2600 lg; cast into reinforced concrete wall at both ends; form pocket & infill after beam placed,nr,RC Works,Concrete Beams,Concrete,574.54,F1608,574.54,A1608,RC works,concrete|beam|wall|concrete_beams
RC1398,1384,1384,Form 4.5 x 1.0 x 1.0m dp pockets in raft slab for temporary props; return later to infill; waterstop & waterproofing; 2 layers conobar,nr,RC Works,Waterproofing,Waterproofing,4162.76,F1609,4162.76,A1609,RC works,slab|bar|waterproofing
RC1399,1385,1385,Thermal break balcony connectors; Schoeck; Isokorb K; conc-conc (Get quote),m,RC Works,General RC Works,RC Works,177.22,F1610,177.22,A1610,RC works,general_rc_works
RC1400,1386,1386,Thermal break balcony connectors; Schoeck; conc-conc; fix only - free issue,m,RC Works,General RC Works,RC Works,32.7,F1611,32.7,A1611,RC works,general_rc_works
RC1401,1387,1387,Thermal break balcony connectors; Schoeck; KS14-h220; conc-steel (Get quote),nr,RC Works,Steel Reinforcement,Reinforcement,211.38,F1612,211.38,A1612,RC works,steel|steel_reinforcement
RC1402,1388,1388,Thermal break balcony connectors; Schoeck; conc-steel; fix only - free issue,nr,RC Works,Steel Reinforcement,Reinforcement,30.84,F1613,30.84,A1613,RC works,steel|steel_reinforcement
RC1403,1389,1389,Schöck thermal break (TB1) Q50+Q50 - h180 balcony thermal break connections;,m,RC Works,General RC Works,RC Works,131.05,F1614,131.05,A1614,RC works,general_rc_works
RC1404,1390,1390,Schöck thermal break (TB2) K40-CV35-V8-h180 balcony thermal break connections;,m,RC Works,General RC Works,RC Works,173.61,F1615,173.61,A1615,RC works,general_rc_works
RC1405,1391,1391,Schöck thermal break (TB3) K40-CV35-VV-h180 balcony thermal break connections;,m,RC Works,General RC Works,RC Works,186.33,F1616,186.33,A1616,RC works,general_rc_works
RC1406,1392,1392,Schöck thermal break (TB4) K50-WU-CV35-V8-h180 balcony thermal break connections;,m,RC Works,General RC Works,RC Works,257.25,F1617,257.25,A1617,RC works,general_rc_works
RC1407,RC1407,,J&P cladding/balcony support bracket; mounted to top of slab,nr,RC Works,General RC Works,RC Works,30.84,F1618,30.84,A1618,RC works,slab|general_rc_works
RC1408,1393,1393,Schöck Isokorb Expansion joint ESD K22/300 dowel connections;,nr,RC Works,Joints and Accessories,RC Works,49.86,F1619,49.86,A1619,RC works,joints_and_accessories
RC1409,1394,1394,Fix only free issue steel balcony; 4m x 1.2m;,nr,RC Works,Steel Reinforcement,Reinforcement,574.54,F1620,574.54,A1620,RC works,steel|steel_reinforcement
RC1410,1395,1395,Fix only free issue reconstituted stone banding course with thermal break connector to slab; soffit of stone band 240mm lower than slab,m,RC Works,General RC Works,RC Works,113.16,F1621,113.16,A1621,RC works,slab|general_rc_works
RC1411,1396,1396,Fix only free issue reconstituted stone banding course with thermal break connector to slab; soffit of stone band 100mm lower than slab,m,RC Works,General RC Works,RC Works,153.39,F1622,153.39,A1622,RC works,slab|general_rc_works
RC1412,1397,1397,Thermal break dowels; Shoeck; SLD 50,nr,RC Works,General RC Works,RC Works,116.92,F1623,116.92,A1623,RC works,general_rc_works
RC1413,1398,1398,Hilti CFS-CID fire collars; 40-63mm dia; slab not exceeding 250mm thk,nr,RC Works,General RC Works,RC Works,29.57,F1624,29.57,A1624,RC works,63mmdia|slab|general_rc_works
RC1414,1399,1399,Hilti CFS-CID fire collars; 63mm dia; slab not exceeding 400mm thk,nr,RC Works,General RC Works,RC Works,34.35,F1625,34.35,A1625,RC works,63mmdia|slab|general_rc_works
RC1415,1400,1400,Hilti CFS_CID fire collars; 63mm dia; slab not exceeding 550mm thk,nr,RC Works,General RC Works,RC Works,39.13,F1626,39.13,A1626,RC works,63mmdia|slab|general_rc_works
RC1416,1401,1401,Hilti CFS-CID fire collars; 50-75mm dia; slab not exceeding 250mm thk,nr,RC Works,General RC Works,RC Works,34.35,F1627,34.35,A1627,RC works,75mmdia|slab|general_rc_works
RC1417,1402,1402,Hilti CFS-CID fire collars; 75mm dia; slab not exceeding 400mm thk,nr,RC Works,General RC Works,RC Works,40.56,F1628,40.56,A1628,RC works,75mmdia|slab|general_rc_works
RC1418,1403,1403,Hilti CFS-CID fire collars; 80-110mm dia; slab not exceeding 250mm thk,nr,RC Works,General RC Works,RC Works,42.95,F1629,42.95,A1629,RC works,110mmdia|slab|general_rc_works
RC1419,1404,1404,Hilti CFS-CID fire collars; 110mm dia; slab not exceeding 250mm thk; fix only free issue,nr,RC Works,General RC Works,RC Works,10.34,F1630,10.34,A1630,RC works,110mmdia|slab|general_rc_works
RC1420,1405,1405,Hilti CFS-CID fire collars; 110mm dia; slab not exceeding 400mm thk,nr,RC Works,General RC Works,RC Works,50.6,F1631,50.6,A1631,RC works,110mmdia|slab|general_rc_works
RC1421,1406,1406,Hilti CFS-CID fire collars; 110mm dia; slab not exceeding 550mm thk,nr,RC Works,General RC Works,RC Works,58.24,F1632,58.24,A1632,RC works,110mmdia|slab|general_rc_works
RC1422,1407,1407,Hilti CFS-CID fire collars; 110mm dia; slab not exceeding 700mm thk,nr,RC Works,General RC Works,RC Works,65.89,F1633,65.89,A1633,RC works,110mmdia|slab|general_rc_works
RC1423,1408,1408,Hilti CFS-CID fire collars; 110mm dia; slab not exceeding 850mm thk,nr,RC Works,General RC Works,RC Works,73.54,F1634,73.54,A1634,RC works,110mmdia|slab|general_rc_works
RC1424,1409,1409,Hilti CFS-CID fire collars; 110mm dia; slab not exceeding 1000mm thk,nr,RC Works,General RC Works,RC Works,81.18,F1635,81.18,A1635,RC works,110mmdia|slab|general_rc_works
